filepath,class,split,pca1,pca2,cluster
dataset/ComminutedFracture/Train/A-Plain-X-ray-CT-image-showing-distal-humerus-comminuted-fracture-extending-to_Q640_jpg.rf.c15113c7015656a1a3eed9e4803477a4.jpg,ComminutedFracture,Train,-25.453491,15.496521,7
dataset/ComminutedFracture/Train/A-Preoperative-X-ray-showed-ulnar-shaft-com-B-Immediate_png.rf.4bf6cc3b49ab1abe7c261360a3178af3.jpg,ComminutedFracture,Train,-44.7416,10.214028,2
dataset/ComminutedFracture/Train/A-Preoperative-X-ray-showed-ulnar-shaft-comminuted-fracture-B-Immediate_png.rf.4bf6cc3b49ab1abe7c261360a3178af3.jpg,ComminutedFracture,Train,-51.63853,-11.50419,8
dataset/ComminutedFracture/Train/Anteroposterior-and-Lateral-X-ray-The-open-shaf_png.rf.9578f185be2dd89c3f6908b4d8bbc479.jpg,ComminutedFracture,Train,9.61226,20.324291,0
dataset/ComminutedFracture/Train/Anteroposterior-and-Lateral-X-ray-The-open-shaft-comminuted-tibial-fracture_png.rf.9578f185be2dd89c3f6908b4d8bbc479.jpg,ComminutedFracture,Train,0.14230213,-14.30327,9
dataset/ComminutedFracture/Train/C7-FF5-1_jpg.rf.ad91314ccfea0ca61bb133d6439.jpg,ComminutedFracture,Train,-29.051762,25.389996,7
dataset/ComminutedFracture/Train/C7-FF5-1_jpg.rf.ad91314ccfea0ca61bb1c944433d6439.jpg,ComminutedFracture,Train,-15.622775,9.642955,2
dataset/ComminutedFracture/Train/F0358734-Comminuted_femur_fracture_X-ray_jpg.rf.5865027f4bea838255591bb42010dcce.jpg,ComminutedFracture,Train,25.389328,0.7210375,9
dataset/ComminutedFracture/Train/F1-large_jpg.rf.ace7f99f25bee85f3f5dc12e474a8a19.jpg,ComminutedFracture,Train,8.037486,37.354183,5
dataset/ComminutedFracture/Train/Fractures-Blog-Photo_jpg.rf.eef09f81f2ac973d6eda4244708ad18d.jpg,ComminutedFracture,Train,-29.779068,-37.508385,4
dataset/ComminutedFracture/Train/IjDiLBvjA6tVtvz7n3F2tQ_jpg.rf.226b312db76fc101ac7097da989a81ec.jpg,ComminutedFracture,Train,-3.892201,31.436245,5
dataset/ComminutedFracture/Train/a-AP-b-lateral-Initial-X-ray-shows-severe-comminuted-fractures-in-thae77445bf6.jpg,ComminutedFracture,Train,24.755787,46.30263,5
dataset/ComminutedFracture/Train/a-AP-b-lateral-Initial-X-ray-shows-severe-comminuted-fractures-in-the-tibia-plafond_png.rf.7794b64b4c8eeb8591f7c3ae77445bf6.jpg,ComminutedFracture,Train,-8.928606,12.719365,2
dataset/ComminutedFracture/Train/a509797810ba74_styl-radius_jpg.rf.13f49e5b53f0946aa07cb7664715b91.jpg,ComminutedFracture,Train,18.401684,-8.857759,0
dataset/ComminutedFracture/Train/a509797810ba74_styl-radius_jpg.rf.13f49e5b53f0946aa07cb7664a715b91.jpg,ComminutedFracture,Train,-13.882809,15.016622,7
dataset/ComminutedFracture/Train/b-X-ray-showing-comminuted-fractures-of-the-foot-in-the-same-patient_png.rf.04a71ef2371b46d5dce5ff4edd44820c.jpg,ComminutedFracture,Train,-13.273819,-4.0614057,2
dataset/ComminutedFracture/Train/c0272663-800px-wm_jpg.rf.74eb8424e7e8636221ab7dbf7bd87f71.jpg,ComminutedFracture,Train,19.508848,21.359016,5
dataset/ComminutedFracture/Train/case_comminuted01_jpg.rf.a295df69a1aceb0b52f67f5178daa833.jpg,ComminutedFracture,Train,27.789005,-11.89993,1
dataset/ComminutedFracture/Train/comminuted-2-1_jpg.rf.baa3eefc2e16a058ba27e97075a4e445.jpg,ComminutedFracture,Train,-22.87407,5.375889,0
dataset/ComminutedFracture/Train/comminuted-fe-tibia-296x300_jpg.rf.a3599c4493d7e57ed0adac03015856d9.jpg,ComminutedFracture,Train,-12.857628,7.7687507,7
dataset/ComminutedFracture/Train/comminuted-fracture-tibia-296x300_jpg.rf.a3599c4493d7e57ed0adac03015856d9.jpg,ComminutedFracture,Train,-18.266155,9.119462,2
dataset/ComminutedFracture/Train/comminuted20colton_jpg.rf.d7291e24f2d2ed2d26d71695dfc90b6f.jpg,ComminutedFracture,Train,31.019817,-1.0819541,9
dataset/ComminutedFracture/Train/comminuted_fracture-PNG2_jumbo_jpeg.rf.08377656988157f7084fda9186746df6.jpg,ComminutedFracture,Train,10.841974,-18.824697,1
dataset/ComminutedFracture/Train/d74becf7b697eb9a80a68504353a5211542d8aedc94c50c72a7663045e67f07e_gallery_jpeg.rf.bec9adfa07d34fd82a7d3f5fd181cd0c.jpg,ComminutedFracture,Train,21.186882,41.218384,5
dataset/ComminutedFracture/Train/dae9b4f076f2a47f0f2900a4654683_gallery_jpeg.rf.daa3181a13a6f98e3ac5f722dfccb044.jpg,ComminutedFracture,Train,-35.325928,-14.059094,2
dataset/ComminutedFracture/Train/e-lower-leg-displacement-two-projections-vertical-image-radiograph-248620988_jpg.rf.1f69f6766b096b881b76c5a3b733013c.jpg,ComminutedFracture,Train,26.744152,23.77278,3
dataset/ComminutedFracture/Train/f069-001d-9781455753284_jpg.rf.064578f286d21fdb1df6417101a5f554.jpg,ComminutedFracture,Train,28.140331,24.061888,5
dataset/ComminutedFracture/Train/film-xray-knee-include-lef.7a2e28a0bd1dbf6f4b7dcaf6ca34428d.jpg,ComminutedFracture,Train,-36.220673,18.70533,7
dataset/ComminutedFracture/Train/film-xray-knee-include-leg-260nw-587485373_jpg.rf.7a2e28a0bd1dbf6f4b7dcaf6ca34428d.jpg,ComminutedFracture,Train,-21.107222,2.3196898,2
dataset/ComminutedFracture/Train/fractured-leg-x-ray-2HJE0B8_jpg.rf.bcf6ae67e1a6caa758715919e2ff0454.jpg,ComminutedFracture,Train,53.97928,11.816635,6
dataset/ComminutedFracture/Train/gr1_lrg2_jpg.rf.a4eef4553d2a0bf9c5b3cf1c1e7ea13f.jpg,ComminutedFracture,Train,31.200485,-23.365053,1
dataset/ComminutedFracture/Train/gr1_lrg_jpg.rf.c58421b289531ff0aba105dc4a2ce7c9.jpg,ComminutedFracture,Train,26.104788,3.510993,5
dataset/ComminutedFracture/Train/gr_1ab_jpg.rf.66be6e034d772e0434b8695a9c87f35.jpg,ComminutedFracture,Train,-2.1312764,-17.403502,1
dataset/ComminutedFracture/Train/gr_1ab_jpg.rf.66be6e034d772e0434bc8695a9c87f35.jpg,ComminutedFracture,Train,-32.225254,-10.673973,0
dataset/ComminutedFracture/Train/handxray_jpg.rf.ff42adea596434a9b97ab172de8eb44c.jpg,ComminutedFracture,Train,-32.793465,-21.717155,4
dataset/ComminutedFracture/Train/image10_jpeg.rf.9c351e036298a7d6341efa02380eee62.jpg,ComminutedFracture,Train,-10.205946,-15.784372,1
dataset/ComminutedFracture/Train/image11_jpeg.rf.9720bdac215632be4d4d80ec0b9a0b7b.jpg,ComminutedFracture,Train,9.509667,-13.92491,1
dataset/ComminutedFracture/Train/image12_jpeg.rf.5d15c4e2094ad749bef86329b1023e19.jpg,ComminutedFracture,Train,0.9115745,30.175625,3
dataset/ComminutedFracture/Train/image14_jpeg.rf.25e75522b4a8c5d99690d624016f9.jpg,ComminutedFracture,Train,-20.508795,25.789927,7
dataset/ComminutedFracture/Train/image14_jpeg.rf.25e75522b4a8c5d99690d62402ef16f9.jpg,ComminutedFracture,Train,8.132012,11.504579,5
dataset/ComminutedFracture/Train/image15_jpeg.rf.cbc07b69b6bdfe826b7dbcbc6264b087.jpg,ComminutedFracture,Train,-23.068594,-13.6991005,0
dataset/ComminutedFracture/Train/image16_jpeg.rf.74ef1b77c60e55bcc18234b4339d0bc2.jpg,ComminutedFracture,Train,1.4371943,44.22535,3
dataset/ComminutedFracture/Train/image19_jpeg.rf.cbdaca15d3f36f73ec27ec0580d2970c.jpg,ComminutedFracture,Train,-17.525366,-19.285988,2
dataset/ComminutedFracture/Train/image20_jpeg.rf.fec8fe3a635d43ea5a33aafbcef55d92.jpg,ComminutedFracture,Train,-29.713276,-37.49375,4
dataset/ComminutedFracture/Train/image22_jpeg.rf.a87b16b9faef55415433905db550b751.jpg,ComminutedFracture,Train,-50.502403,23.511345,7
dataset/ComminutedFracture/Train/image23_jpeg.rf.1ef502ca61c59f69cfbc74654fe5cf09.jpg,ComminutedFracture,Train,-35.168896,-14.148387,2
dataset/ComminutedFracture/Train/image25_jpeg.rf.b76398fa87907947cbc35a2ebabc.jpg,ComminutedFracture,Train,-23.865932,7.292582,7
dataset/ComminutedFracture/Train/image25_jpeg.rf.b76398fa87907c1ea947cbc35a2ebabc.jpg,ComminutedFracture,Train,15.287819,35.429802,5
dataset/ComminutedFracture/Train/image29_jpeg.rf.c51611fbed11e145be462324d4f0ac90.jpg,ComminutedFracture,Train,-8.215763,-3.1229343,2
dataset/ComminutedFracture/Train/image2_jpeg.rf.8e0b9b11eafd072db36efffa351fd12b.jpg,ComminutedFracture,Train,-21.213123,-4.1517105,1
dataset/ComminutedFracture/Train/image30_jpeg.rf.a352549246355a94f4d5ac6ce1b10f04.jpg,ComminutedFracture,Train,2.1732745,-13.515184,9
dataset/ComminutedFracture/Train/image32_jpeg.rf.363df32aa528ed053c26f168c4d30da9.jpg,ComminutedFracture,Train,-34.417103,0.30031493,2
dataset/ComminutedFracture/Train/image3_jpeg.rf.35fc26e1b6e5edafacfbba26da7149ea.jpg,ComminutedFracture,Train,-30.31952,11.872477,7
dataset/ComminutedFracture/Train/image4_jpeg.rf.54a06e7329da311c784ca03e2d37d43c.jpg,ComminutedFracture,Train,-22.7023,31.607714,7
dataset/ComminutedFracture/Train/image5_jpeg.rf.d141cc8aa789ec496f938837002fb50f.jpg,ComminutedFracture,Train,50.45343,-14.819222,1
dataset/ComminutedFracture/Train/image6_jpeg.rf.eb8c4e0f3dd8a93eaf70f1edb3e36fb7.jpg,ComminutedFracture,Train,-17.240406,-5.881012,0
dataset/ComminutedFracture/Train/image7_jpeg.rf.367746dfc5b45b2ebfc686048e7bbdee.jpg,ComminutedFracture,Train,-22.075802,-8.419838,0
dataset/ComminutedFracture/Train/image9_jpeg.rf.aa088ed29a8b615d0be3bb2b31dd8ccc.jpg,ComminutedFracture,Train,-11.401485,5.4607935,2
dataset/ComminutedFracture/Train/image_jpeg.rf.083b1da6e2039a6301cea8db0b237cef.jpg,ComminutedFracture,Train,-13.313666,-4.153312,2
dataset/ComminutedFracture/Train/images16_jpg.rf.d775f7c15506556051d2afff2717c827.jpg,ComminutedFracture,Train,-13.344143,44.67592,7
dataset/ComminutedFracture/Train/images17_jpg.rf.a7bcd38e4a04b47d7e05019525498d08.jpg,ComminutedFracture,Train,19.12327,-9.196864,0
dataset/ComminutedFracture/Train/images19_jpg.rf.b79ae989e6dacad1c2053b5a7ee11e79.jpg,ComminutedFracture,Train,40.48996,11.39568,5
dataset/ComminutedFracture/Train/images20_jpg.rf.c54c14c7cfe4cf0dc9facbcab52956b7.jpg,ComminutedFracture,Train,8.033098,37.369083,5
dataset/ComminutedFracture/Train/images24_jpg.rf.7ab59c8d48627e68241a4d0b97ac83c0.jpg,ComminutedFracture,Train,60.57889,-39.688396,9
dataset/ComminutedFracture/Train/images27_jpg.rf.a40da5235aba28054fc8c4685700b70b.jpg,ComminutedFracture,Train,-52.950546,20.503958,7
dataset/ComminutedFracture/Train/images28_jpg.rf.c3ef71bf60c4cfeaa62743121d14dbce.jpg,ComminutedFracture,Train,-32.73515,-21.75644,4
dataset/ComminutedFracture/Train/images29_jpg.rf.06d47153ab1aae30d7600cdff192dee9.jpg,ComminutedFracture,Train,19.706121,5.288027,3
dataset/ComminutedFracture/Train/images32_jpg.rf.745a6cc5974a2c23df2064ac9adeae7d.jpg,ComminutedFracture,Train,5.9264045,-14.078822,1
dataset/ComminutedFracture/Train/images34_jpg.rf.0864412e27ed15629648a38065439be8.jpg,ComminutedFracture,Train,23.113817,-11.619478,1
dataset/ComminutedFracture/Train/images36_jpg.rf.2ce55323bfb1307f84aa37212e09dc14.jpg,ComminutedFracture,Train,15.706689,-7.0365095,0
dataset/ComminutedFracture/Train/images39_jpg.rf.caa1abbf971d2b8161b36d056fc.jpg,ComminutedFracture,Train,-13.563425,7.9602437,7
dataset/ComminutedFracture/Train/images39_jpg.rf.caa1abbf971d2b8161b36d93a9f056fc.jpg,ComminutedFracture,Train,10.309589,14.833364,0
dataset/ComminutedFracture/Train/images3_jpg.rf.3f34b4a2a24b7f6af75bdc118d010547.jpg,ComminutedFracture,Train,-13.231098,-33.504406,9
dataset/ComminutedFracture/Train/images40_jpg.rf.cd2b16b8976cb628302f13fe3b7b2448.jpg,ComminutedFracture,Train,-36.601574,-25.355913,8
dataset/ComminutedFracture/Train/images41_jpg.rf.595431440d5bf43c207f60d10547a123.jpg,ComminutedFracture,Train,-28.391455,-42.247616,4
dataset/ComminutedFracture/Train/images41_jpg.rf.59543145bf43c207f60d10547a123.jpg,ComminutedFracture,Train,-42.753895,13.2640915,2
dataset/ComminutedFracture/Train/images43_jpg.rf.b70eeb34c89d4066f717f1e07491adfe.jpg,ComminutedFracture,Train,-26.917727,11.2621155,7
dataset/ComminutedFracture/Train/images44_jpg.rf.86b921748748af90b777713904e7f81e.jpg,ComminutedFracture,Train,-16.347147,13.127455,0
dataset/ComminutedFracture/Train/images47_jpg.rf.a0e11facdc629b65dae47eae46e777f4.jpg,ComminutedFracture,Train,32.789246,40.11757,5
dataset/ComminutedFracture/Train/images49_jpg.rf.262724ac10436bd7874317e3d9aeae7e.jpg,ComminutedFracture,Train,16.432829,-7.4447904,0
dataset/ComminutedFracture/Train/images4_jpg.rf.6fadfb6727847fafce0d4a6ee2916862.jpg,ComminutedFracture,Train,50.09319,33.526123,6
dataset/ComminutedFracture/Train/images54_jpg.rf.0ff6bdf1acc96af2d65e0798c7ab24f5.jpg,ComminutedFracture,Train,27.819565,-11.894708,1
dataset/ComminutedFracture/Train/images55_jpg.rf.e7c3ce39d9806b6be29826882d0bf4ec.jpg,ComminutedFracture,Train,30.291708,0.5251558,3
dataset/ComminutedFracture/Train/images60_jpg.rf.4ce105f06c184d382a1c5c1a3210e742.jpg,ComminutedFracture,Train,0.63301873,1.3036083,1
dataset/ComminutedFracture/Train/images62_jpg.rf.c0a371d34410ca275a8307c18e2278a6.jpg,ComminutedFracture,Train,15.99047,7.5121965,3
dataset/ComminutedFracture/Train/images66_jpg.rf.5ee6d0852ce75f0e71ffd046e31eb400.jpg,ComminutedFracture,Train,-11.244179,-28.477812,4
dataset/ComminutedFracture/Train/images66_jpg.rf.5ee6d0852ce75f0e76e31eb400.jpg,ComminutedFracture,Train,-26.530107,18.25987,7
dataset/ComminutedFracture/Train/images67_jpg.rf.1bda1e67604b6ab355644e391db0ccbe.jpg,ComminutedFracture,Train,-4.8738394,15.120062,7
dataset/ComminutedFracture/Train/images6_jpg.rf.e65b8016f3d855b1d2352dde8550f7b9.jpg,ComminutedFracture,Train,1.2373515,49.449455,5
dataset/ComminutedFracture/Train/images70_jpg.rf.0eeab3df1696d8d6eb58c57982ae8914.jpg,ComminutedFracture,Train,14.117741,0.21707447,1
dataset/ComminutedFracture/Train/images71_jpg.rf.92c4e25002c296526f43c2c5f7cefc5d.jpg,ComminutedFracture,Train,-7.2512865,-23.716467,4
dataset/ComminutedFracture/Train/images73_jpg.rf.874d94faa9c76eac64e6a61caee213b7.jpg,ComminutedFracture,Train,-23.46776,-5.2773786,2
dataset/ComminutedFracture/Train/images74_jpg.rf.3876f98221d8bafad5a93bc4111a0415.jpg,ComminutedFracture,Train,81.22878,-34.479794,6
dataset/ComminutedFracture/Train/images76_jpg.rf.1a2ffd7918ff1d6d5ed82151e10a6.jpg,ComminutedFracture,Train,-50.486103,1.6634125,8
dataset/ComminutedFracture/Train/images76_jpg.rf.1a2ffd7918fff4b1d6d5ed82151e10a6.jpg,ComminutedFracture,Train,-25.142252,-32.81468,4
dataset/ComminutedFracture/Train/images77_jpg.rf.8babbfa8b1d9e808ce11d3e9374c03de.jpg,ComminutedFracture,Train,34.01197,-41.49718,9
dataset/ComminutedFracture/Train/images77_jpg.rf.8babbfa8b1d9e808ce11de9374c03de.jpg,ComminutedFracture,Train,71.377335,15.990282,6
dataset/ComminutedFracture/Train/images79_jpg.rf.6140f9f43ae17aada4d7be1efd4c183a.jpg,ComminutedFracture,Train,-25.167374,-26.257896,4
dataset/ComminutedFracture/Train/images7_jpg.rf.97648a266872eef3d6f2cdbd82b2a44f.jpg,ComminutedFracture,Train,-21.57646,18.342459,7
dataset/ComminutedFracture/Train/images80_jpg.rf.8dd74c39e0c419d4ce090af09bf905b6.jpg,ComminutedFracture,Train,20.666742,16.94458,5
dataset/ComminutedFracture/Train/images81_jpg.rf.ddfaa2e0b9dbde20a1849c56094e5137.jpg,ComminutedFracture,Train,-18.170696,5.436395,7
dataset/ComminutedFracture/Train/images82_jpg.rf.c60fbee951d3ce611abe551874ea406b.jpg,ComminutedFracture,Train,28.160109,24.046309,5
dataset/ComminutedFracture/Train/images84_jpg.rf.b9db3b3ad1a16f300b649e01fd74b186.jpg,ComminutedFracture,Train,2.726315,-38.208504,4
dataset/ComminutedFracture/Train/images88_jpg.rf.52dbb0aac5087921358448b3bd1a53e5.jpg,ComminutedFracture,Train,24.548002,27.356024,5
dataset/ComminutedFracture/Train/images89_jpg.rf.7456b8ddfb43f5d1a4601f04e7809a6a.jpg,ComminutedFracture,Train,80.65723,18.965649,6
dataset/ComminutedFracture/Train/images8_jpg.rf.c2ea03de0284d7d956f7989b333379ee.jpg,ComminutedFracture,Train,16.419983,31.306377,5
dataset/ComminutedFracture/Train/images91_jpg.rf.0ec3ba5769df7de92bd918a97ad134c7.jpg,ComminutedFracture,Train,13.340525,-40.996548,4
dataset/ComminutedFracture/Train/images92_jpg.rf.ad7e9574620076a472ebcb46663b0717.jpg,ComminutedFracture,Train,10.827417,-18.851908,1
dataset/ComminutedFracture/Train/images9_jpg.rf.9be7f66c52bcb8267b805d44b05ff28a.jpg,ComminutedFracture,Train,-30.891905,-10.333693,2
dataset/ComminutedFracture/Train/images_jpg.rf.a1165d24c9ea807540eab0ab0526b05c.jpg,ComminutedFracture,Train,15.856777,15.08293,5
dataset/FractureDislocation/Test/0-_jumbo_jpeg.rf.29079abb47d5de12076aed66aea08064.jpg,FractureDislocation,Test,43.629177,4.0290146,6
dataset/FractureDislocation/Test/0b0927c9e289f1b59085553d3ad46cf08b9566b76aa840d0a17d33c6e626825d_gallery_jpeg.rf.59cd1582385c6b6fbe54afaa63d5099e.jpg,FractureDislocation,Test,19.62297,-1.0211915,3
dataset/FractureDislocation/Test/0f2621347d6757e99604be62938184_jumbo_jpg.rf.525e9b9d5a24047c4a22bbdd53cd1b2e.jpg,FractureDislocation,Test,25.311014,11.682479,5
dataset/FractureDislocation/Test/1-s2-0-S1268773120301892-gr1_jpg.rf.a87a221ae10f0f11bf1e72867576588b.jpg,FractureDislocation,Test,28.498621,12.2999525,5
dataset/FractureDislocation/Test/1-s2-0-S1268773120301892-gr1_rf.a87a221ae10f0f11bf1e72867576588b.jpg,FractureDislocation,Test,8.199869,3.8369946,5
dataset/FractureDislocation/Test/10-1055-b-004-129594_c035_f009_jpg.rf.f834d08add09dc9092c544481c2b8907.jpg,FractureDislocation,Test,-4.0339246,-13.442085,2
dataset/FractureDislocation/Test/10-1055-b-004-129594_c035_f022_jpg.rf.79ff9d90432220e3d36eee868f6467f9.jpg,FractureDislocation,Test,35.548637,10.8082905,5
dataset/FractureDislocation/Test/1A_jpg.rf.0677856a44a86c9ddca947bda2.jpg,FractureDislocation,Test,-25.348885,15.0984335,2
dataset/FractureDislocation/Test/1A_jpg.rf.0677856a44a86c9ddcbda2.jpg,FractureDislocation,Test,-32.683792,10.793332,7
dataset/FractureDislocation/Test/1A_jpg.rf.0677856b851eba44a86c9ddca947bda2.jpg,FractureDislocation,Test,-7.974306,9.310379,2
dataset/FractureDislocation/Test/22097c143c33367ce6a14aab180507_jumbo_jpeg.rf.dba2616edbc6752417d3acf6acee8e6d.jpg,FractureDislocation,Test,1.3579793,22.665049,5
dataset/FractureDislocation/Test/29b6a23fc1e531976fdb651cdf0670_jumbo_jpeg.rf.54234605109401278f08c8cd98edf6c6.jpg,FractureDislocation,Test,-3.095163,-2.6309855,1
dataset/FractureDislocation/Test/47yoMcentralhip_jpg.rf.6b862323b37cef4bf7c2131d48c837da.jpg,FractureDislocation,Test,4.7774014,7.654847,5
dataset/FractureDislocation/Test/77f8f82dd8cdcf805923a93b0185e1_gallery_jpeg.rf.63372be12ae61d75d4c632618aaadaeb.jpg,FractureDislocation,Test,26.407362,-17.510267,9
dataset/FractureDislocation/Test/847b5a158bed0311bf28b5cd647088_jumbo_jpg.rf.271ac7bed7b0dc447ad19199a5292c3d.jpg,FractureDislocation,Test,-75.77131,-7.243755,8
dataset/FractureDislocation/Test/86bc033b86310ef27328c4b723226a_jum422b4ebf41ac2a0d5043f304b7c1a.jpg,FractureDislocation,Test,-13.843619,23.172483,7
dataset/FractureDislocation/Test/86bc033b86310ef27328c4b723226a_jumbo_jpeg.rf.7dd422b4ebf41ac2a0d5043f304b7c1a.jpg,FractureDislocation,Test,8.974004,-28.714396,4
dataset/FractureDislocation/Test/89a0646700fc2a62049ff99073ce5d_jumbo_jpeg.rf.c56cb1e33641b1217effd83c152f1a02.jpg,FractureDislocation,Test,62.375973,25.347017,6
dataset/FractureDislocation/Test/9c1cbdeaa3a92cda049b03cfc58323_jumbo_jpeg.rf.96d8da3e8e693938cf66f704952d954b.jpg,FractureDislocation,Test,-46.053734,-33.471886,8
dataset/FractureDislocation/Train/41394_2021_399_Fig1_HTML_png.rf.b71005e1c457206f34a4507475d3ce0.jpg,FractureDislocation,Train,-32.836693,-10.145519,8
dataset/FractureDislocation/Train/41394_2021_399_Fig1_HTML_png.rf.b71005e1c457206f34a4507475d3ce30.jpg,FractureDislocation,Train,52.190563,-1.397204,6
dataset/FractureDislocation/Train/50475857a3eeda867edb18cedd6cc2_jumbo_jpg.rf.32fb05a963e20c5d55a557a5f53348c1.jpg,FractureDislocation,Train,-47.111195,6.06408,8
dataset/FractureDislocation/Train/802280d22b265cf0668a0883436b7e_big_gallery_jpeg.rf.abcc24826037cfc864fb0648dc9ea8ef.jpg,FractureDislocation,Train,-8.701049,-18.248753,0
dataset/FractureDislocation/Train/802280d22b265cf0668a0883436b7e_big_gallery_jpeg.rf.abcc24826037cfc864fb06dc9ea8ef.jpg,FractureDislocation,Train,-6.6800103,-9.47186,0
dataset/FractureDislocation/Train/A-AP-X-ray-showing-anterior-fracture-dislocation-Case-2_png.rf.77916b75a5d836b25d11f8d68ee99f89.jpg,FractureDislocation,Train,54.206535,-1.2874547,6
dataset/FractureDislocation/Train/A-Anteroposterior-X-ray-of-the-foot-showing-fracture-dislocation-of-navicular-B_png.rf.e572838a6da1d2111c37c17cec4dfc9c.jpg,FractureDislocation,Train,22.958174,-1.6850517,1
dataset/FractureDislocation/Train/A-Anteroposterior-X-ray-of-the-foot-showing-fracture-dislocation-of-navicular-B_png.rf.e57283da1d2111c37c17cec4dfc9c.jpg,FractureDislocation,Train,56.46245,34.806293,6
dataset/FractureDislocation/Train/A-B-Simple-X-rays-of-the-fracture-dislocation-C-D-Immediate-postoperat389c3a75212.jpg,FractureDislocation,Train,-13.220251,-8.32535,1
dataset/FractureDislocation/Train/A-B-Simple-X-rays-of-the-fracture-dislocation-C-D-postoperat389c3a75212.jpg,FractureDislocation,Train,-17.153135,-2.2492745,2
dataset/FractureDislocation/Train/Antero-posterior-and-lateral-X-ray-of-a-fracture-dislocation-of-the-left-elbow-in-a_png.rf.9557573d1019fc845b0ee139f8aa6801.jpg,FractureDislocation,Train,19.181217,-5.947387,9
dataset/FractureDislocation/Train/Antero-posterior-and-lateral-X-ray-of-a-fracture-dislocation-of-the-leg.rf.9557573d1019fc845b0ee139f8aa6801.jpg,FractureDislocation,Train,12.375136,7.304472,5
dataset/FractureDislocation/Train/Conventional-X-rays-oeoperati07c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,-20.242674,-24.052431,8
dataset/FractureDislocation/Train/Conventional-X-rays-oeoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,-29.386223,-14.312139,8
dataset/FractureDislocation/Train/Conventional-X-rays-on-admission-showing-fracture-dislocation-C-preoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,39.137474,-1.7960114,6
dataset/FractureDislocation/Train/Conventional-X-rays-on-admission-showing-fracture-dislocation-C4-5-left-preoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,-48.951622,-15.954573,8
dataset/FractureDislocation/Train/Conventional-X-rays-on-adpreoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,-47.839996,-17.066692,8
dataset/FractureDislocation/Train/F1-large2_jpg.rf.05a96fcbc48f87614b0f971a.jpg,FractureDislocation,Train,52.330902,-16.494484,6
dataset/FractureDislocation/Train/F1-large2_jpg.rf.05a96fcbc48f8deb2e6087614b0f971a.jpg,FractureDislocation,Train,41.987606,-19.970646,6
dataset/FractureDislocation/Train/F1-large_jpg.rf.f07b71940901987206be47807d2843ae.jpg,FractureDislocation,Train,0.3212463,-37.767914,4
dataset/FractureDislocation/Train/F1-large_jpg.rf.f07b71940901987206be4780843ae.jpg,FractureDislocation,Train,3.6611702,5.38121,2
dataset/FractureDislocation/Train/F2-large_jpg.rf.56ccdce6b68f5e01cc5e2ce4ba.jpg,FractureDislocation,Train,43.125973,-5.96436,6
dataset/FractureDislocation/Train/F2-large_jpg.rf.56ccdce6ec8104b68f5e01cc5e2ce4ba.jpg,FractureDislocation,Train,17.535353,-32.218987,1
dataset/FractureDislocation/Train/F3-large_jpg.rf.3c053eb6886cbef7bd612539b1b7db2c.jpg,FractureDislocation,Train,45.6735,-16.95436,1
dataset/FractureDislocation/Train/F3-large_jpg.rf.3c06cbef7bd612539b1b7db2c.jpg,FractureDislocation,Train,41.71341,-8.321834,1
dataset/FractureDislocation/Train/Figure201a_0-JPG_jpg.rf.45d6d1bc94a0953791811c2ef8bdc7c8.jpg,FractureDislocation,Train,7.6198773,22.308813,5
dataset/FractureDislocation/Train/GALLEAZZI_jpg.rf.36a80364960844c23e8d28a27aed4eeb.jpg,FractureDislocation,Train,24.858488,12.875966,3
dataset/FractureDislocation/Train/Imaging-of-patient-TD-x-ray-after-trauma-a-axial-ct-of-the-fracture-b-3d_png.rf.b08166633212792f0672e17285ef6c6a.jpg,FractureDislocation,Train,84.75491,-0.7302377,6
dataset/FractureDislocation/Train/Lisfranc-Fracture-Dislocation-Photo-1_jpg.rf.4367952f5ac51d749890acc288b90193.jpg,FractureDislocation,Train,31.093718,-22.245049,9
dataset/FractureDislocation/Train/Plain-x-ray-appearances-of-fracture-dislocation-of-hips_png.rf.27d8552c169239839233ec26aa9a1854.jpg,FractureDislocation,Train,41.085777,-13.575641,6
dataset/FractureDislocation/Train/Pre-and-postoperative-x-ray-of-l-fracture-dislocation-with-concomitant_jpg.rf.119601864a664da1abea52d079efe7d1.jpg,FractureDislocation,Train,31.753242,2.4672804,5
dataset/FractureDislocation/Train/Pre-and-postoperative-x-ray-of-l-fracture-dislocatoncomitant_jpg.rf.119601864a664da1abea52d079efe7d1.jpg,FractureDislocation,Train,26.845224,28.862432,3
dataset/FractureDislocation/Train/Pre-operative-X-ray-of-the-pelvis-AP-showing-fracture-dislocation-of-the-left-hip_png.rf.63ff11a7138f77964a0e450f7a1c28b8.jpg,FractureDislocation,Train,16.493216,-14.384125,9
dataset/FractureDislocation/Train/X-ray-of-ankle-joint-anteroposterior-view-showing-fracture-dislocation-of-ankle-It_png.rf.24d160278ac319ce616cd26a48b9dfb3.jpg,FractureDislocation,Train,18.024645,28.965202,5
