filepath,class,split,cluster,tsne1,tsne2
dataset/ComminutedFracture/Train/A-Plain-X-ray-CT-image-showing-distal-humerus-comminuted-fracture-extending-to_Q640_jpg.rf.c15113c7015656a1a3eed9e4803477a4.jpg,ComminutedFracture,Train,7,-30.94087,-3.5633452
dataset/ComminutedFracture/Train/A-Preoperative-X-ray-showed-ulnar-shaft-com-B-Immediate_png.rf.4bf6cc3b49ab1abe7c261360a3178af3.jpg,ComminutedFracture,Train,2,-26.607439,10.523824
dataset/ComminutedFracture/Train/A-Preoperative-X-ray-showed-ulnar-shaft-comminuted-fracture-B-Immediate_png.rf.4bf6cc3b49ab1abe7c261360a3178af3.jpg,ComminutedFracture,Train,8,-40.42551,10.676416
dataset/ComminutedFracture/Train/Anteroposterior-and-Lateral-X-ray-The-open-shaf_png.rf.9578f185be2dd89c3f6908b4d8bbc479.jpg,ComminutedFracture,Train,0,-5.9805155,24.12203
dataset/ComminutedFracture/Train/Anteroposterior-and-Lateral-X-ray-The-open-shaft-comminuted-tibial-fracture_png.rf.9578f185be2dd89c3f6908b4d8bbc479.jpg,ComminutedFracture,Train,9,26.370443,16.696386
dataset/ComminutedFracture/Train/C7-FF5-1_jpg.rf.ad91314ccfea0ca61bb133d6439.jpg,ComminutedFracture,Train,7,-28.875427,-10.021844
dataset/ComminutedFracture/Train/C7-FF5-1_jpg.rf.ad91314ccfea0ca61bb1c944433d6439.jpg,ComminutedFracture,Train,2,-25.598915,7.1646743
dataset/ComminutedFracture/Train/F0358734-Comminuted_femur_fracture_X-ray_jpg.rf.5865027f4bea838255591bb42010dcce.jpg,ComminutedFracture,Train,9,28.016596,6.7507877
dataset/ComminutedFracture/Train/F1-large_jpg.rf.ace7f99f25bee85f3f5dc12e474a8a19.jpg,ComminutedFracture,Train,5,-0.4733689,-5.2390695
dataset/ComminutedFracture/Train/Fractures-Blog-Photo_jpg.rf.eef09f81f2ac973d6eda4244708ad18d.jpg,ComminutedFracture,Train,4,1.7530688,31.48672
dataset/ComminutedFracture/Train/IjDiLBvjA6tVtvz7n3F2tQ_jpg.rf.226b312db76fc101ac7097da989a81ec.jpg,ComminutedFracture,Train,5,2.087296,-13.241214
dataset/ComminutedFracture/Train/a-AP-b-lateral-Initial-X-ray-shows-severe-comminuted-fractures-in-thae77445bf6.jpg,ComminutedFracture,Train,5,4.4805155,-22.567913
dataset/ComminutedFracture/Train/a-AP-b-lateral-Initial-X-ray-shows-severe-comminuted-fractures-in-the-tibia-plafond_png.rf.7794b64b4c8eeb8591f7c3ae77445bf6.jpg,ComminutedFracture,Train,2,-6.968811,8.793309
dataset/ComminutedFracture/Train/a509797810ba74_styl-radius_jpg.rf.13f49e5b53f0946aa07cb7664715b91.jpg,ComminutedFracture,Train,0,16.689266,5.43588
dataset/ComminutedFracture/Train/a509797810ba74_styl-radius_jpg.rf.13f49e5b53f0946aa07cb7664a715b91.jpg,ComminutedFracture,Train,7,-24.098667,-14.6414175
dataset/ComminutedFracture/Train/b-X-ray-showing-comminuted-fractures-of-the-foot-in-the-same-patient_png.rf.04a71ef2371b46d5dce5ff4edd44820c.jpg,ComminutedFracture,Train,2,-19.50963,30.249937
dataset/ComminutedFracture/Train/c0272663-800px-wm_jpg.rf.74eb8424e7e8636221ab7dbf7bd87f71.jpg,ComminutedFracture,Train,5,-0.4327089,-8.301636
dataset/ComminutedFracture/Train/case_comminuted01_jpg.rf.a295df69a1aceb0b52f67f5178daa833.jpg,ComminutedFracture,Train,1,24.30647,0.7059639
dataset/ComminutedFracture/Train/comminuted-2-1_jpg.rf.baa3eefc2e16a058ba27e97075a4e445.jpg,ComminutedFracture,Train,0,-9.244705,-5.118879
dataset/ComminutedFracture/Train/comminuted-fe-tibia-296x300_jpg.rf.a3599c4493d7e57ed0adac03015856d9.jpg,ComminutedFracture,Train,7,-18.079992,-10.15766
dataset/ComminutedFracture/Train/comminuted-fracture-tibia-296x300_jpg.rf.a3599c4493d7e57ed0adac03015856d9.jpg,ComminutedFracture,Train,2,-17.534706,11.060006
dataset/ComminutedFracture/Train/comminuted20colton_jpg.rf.d7291e24f2d2ed2d26d71695dfc90b6f.jpg,ComminutedFracture,Train,9,28.91843,-13.651539
dataset/ComminutedFracture/Train/comminuted_fracture-PNG2_jumbo_jpeg.rf.08377656988157f7084fda9186746df6.jpg,ComminutedFracture,Train,1,25.052935,26.623245
dataset/ComminutedFracture/Train/d74becf7b697eb9a80a68504353a5211542d8aedc94c50c72a7663045e67f07e_gallery_jpeg.rf.bec9adfa07d34fd82a7d3f5fd181cd0c.jpg,ComminutedFracture,Train,5,14.425706,-6.0548687
dataset/ComminutedFracture/Train/dae9b4f076f2a47f0f2900a4654683_gallery_jpeg.rf.daa3181a13a6f98e3ac5f722dfccb044.jpg,ComminutedFracture,Train,2,-30.849594,29.788662
dataset/ComminutedFracture/Train/e-lower-leg-displacement-two-projections-vertical-image-radiograph-248620988_jpg.rf.1f69f6766b096b881b76c5a3b733013c.jpg,ComminutedFracture,Train,3,10.7634945,-24.569647
dataset/ComminutedFracture/Train/f069-001d-9781455753284_jpg.rf.064578f286d21fdb1df6417101a5f554.jpg,ComminutedFracture,Train,5,14.912573,-20.391224
dataset/ComminutedFracture/Train/film-xray-knee-include-lef.7a2e28a0bd1dbf6f4b7dcaf6ca34428d.jpg,ComminutedFracture,Train,7,-26.628374,-11.846767
dataset/ComminutedFracture/Train/film-xray-knee-include-leg-260nw-587485373_jpg.rf.7a2e28a0bd1dbf6f4b7dcaf6ca34428d.jpg,ComminutedFracture,Train,2,-15.078921,12.02899
dataset/ComminutedFracture/Train/fractured-leg-x-ray-2HJE0B8_jpg.rf.bcf6ae67e1a6caa758715919e2ff0454.jpg,ComminutedFracture,Train,6,35.565964,1.5350513
dataset/ComminutedFracture/Train/gr1_lrg2_jpg.rf.a4eef4553d2a0bf9c5b3cf1c1e7ea13f.jpg,ComminutedFracture,Train,1,25.211094,-1.4359932
dataset/ComminutedFracture/Train/gr1_lrg_jpg.rf.c58421b289531ff0aba105dc4a2ce7c9.jpg,ComminutedFracture,Train,5,15.772132,-15.900854
dataset/ComminutedFracture/Train/gr_1ab_jpg.rf.66be6e034d772e0434b8695a9c87f35.jpg,ComminutedFracture,Train,1,8.924196,8.858145
dataset/ComminutedFracture/Train/gr_1ab_jpg.rf.66be6e034d772e0434bc8695a9c87f35.jpg,ComminutedFracture,Train,0,-22.311308,-3.228787
dataset/ComminutedFracture/Train/handxray_jpg.rf.ff42adea596434a9b97ab172de8eb44c.jpg,ComminutedFracture,Train,4,2.7817636,35.22187
dataset/ComminutedFracture/Train/image10_jpeg.rf.9c351e036298a7d6341efa02380eee62.jpg,ComminutedFracture,Train,1,2.6617298,11.088936
dataset/ComminutedFracture/Train/image11_jpeg.rf.9720bdac215632be4d4d80ec0b9a0b7b.jpg,ComminutedFracture,Train,1,24.41924,26.623232
dataset/ComminutedFracture/Train/image12_jpeg.rf.5d15c4e2094ad749bef86329b1023e19.jpg,ComminutedFracture,Train,3,-11.062001,-26.62051
dataset/ComminutedFracture/Train/image14_jpeg.rf.25e75522b4a8c5d99690d624016f9.jpg,ComminutedFracture,Train,7,-18.70841,6.023213
dataset/ComminutedFracture/Train/image14_jpeg.rf.25e75522b4a8c5d99690d62402ef16f9.jpg,ComminutedFracture,Train,5,20.05852,12.442649
dataset/ComminutedFracture/Train/image15_jpeg.rf.cbc07b69b6bdfe826b7dbcbc6264b087.jpg,ComminutedFracture,Train,0,-16.155066,-2.1816208
dataset/ComminutedFracture/Train/image16_jpeg.rf.74ef1b77c60e55bcc18234b4339d0bc2.jpg,ComminutedFracture,Train,3,0.36960575,-30.609968
dataset/ComminutedFracture/Train/image19_jpeg.rf.cbdaca15d3f36f73ec27ec0580d2970c.jpg,ComminutedFracture,Train,2,-26.367718,26.571487
dataset/ComminutedFracture/Train/image20_jpeg.rf.fec8fe3a635d43ea5a33aafbcef55d92.jpg,ComminutedFracture,Train,4,1.7531817,31.486671
dataset/ComminutedFracture/Train/image22_jpeg.rf.a87b16b9faef55415433905db550b751.jpg,ComminutedFracture,Train,7,-41.38949,-4.364644
dataset/ComminutedFracture/Train/image23_jpeg.rf.1ef502ca61c59f69cfbc74654fe5cf09.jpg,ComminutedFracture,Train,2,-30.847223,29.789875
dataset/ComminutedFracture/Train/image25_jpeg.rf.b76398fa87907947cbc35a2ebabc.jpg,ComminutedFracture,Train,7,-27.474985,-1.6363239
dataset/ComminutedFracture/Train/image25_jpeg.rf.b76398fa87907c1ea947cbc35a2ebabc.jpg,ComminutedFracture,Train,5,-0.073815875,-27.2039
dataset/ComminutedFracture/Train/image29_jpeg.rf.c51611fbed11e145be462324d4f0ac90.jpg,ComminutedFracture,Train,2,-11.930881,12.678145
dataset/ComminutedFracture/Train/image2_jpeg.rf.8e0b9b11eafd072db36efffa351fd12b.jpg,ComminutedFracture,Train,1,-23.999315,-6.8964357
dataset/ComminutedFracture/Train/image30_jpeg.rf.a352549246355a94f4d5ac6ce1b10f04.jpg,ComminutedFracture,Train,9,26.360994,16.728785
dataset/ComminutedFracture/Train/image32_jpeg.rf.363df32aa528ed053c26f168c4d30da9.jpg,ComminutedFracture,Train,2,-20.955683,20.345278
dataset/ComminutedFracture/Train/image3_jpeg.rf.35fc26e1b6e5edafacfbba26da7149ea.jpg,ComminutedFracture,Train,7,-17.039036,-11.984732
dataset/ComminutedFracture/Train/image4_jpeg.rf.54a06e7329da311c784ca03e2d37d43c.jpg,ComminutedFracture,Train,7,-22.690128,7.4784203
dataset/ComminutedFracture/Train/image5_jpeg.rf.d141cc8aa789ec496f938837002fb50f.jpg,ComminutedFracture,Train,1,26.964815,-4.1837044
dataset/ComminutedFracture/Train/image6_jpeg.rf.eb8c4e0f3dd8a93eaf70f1edb3e36fb7.jpg,ComminutedFracture,Train,0,-17.190376,-4.652755
dataset/ComminutedFracture/Train/image7_jpeg.rf.367746dfc5b45b2ebfc686048e7bbdee.jpg,ComminutedFracture,Train,0,-16.814344,-3.0069685
dataset/ComminutedFracture/Train/image9_jpeg.rf.aa088ed29a8b615d0be3bb2b31dd8ccc.jpg,ComminutedFracture,Train,2,-8.644009,4.5661173
dataset/ComminutedFracture/Train/image_jpeg.rf.083b1da6e2039a6301cea8db0b237cef.jpg,ComminutedFracture,Train,2,-19.509691,30.249872
dataset/ComminutedFracture/Train/images16_jpg.rf.d775f7c15506556051d2afff2717c827.jpg,ComminutedFracture,Train,7,-16.80827,-22.056978
dataset/ComminutedFracture/Train/images17_jpg.rf.a7bcd38e4a04b47d7e05019525498d08.jpg,ComminutedFracture,Train,0,16.726503,5.405603
dataset/ComminutedFracture/Train/images19_jpg.rf.b79ae989e6dacad1c2053b5a7ee11e79.jpg,ComminutedFracture,Train,5,29.09072,1.7779992
dataset/ComminutedFracture/Train/images20_jpg.rf.c54c14c7cfe4cf0dc9facbcab52956b7.jpg,ComminutedFracture,Train,5,-0.4734914,-5.238557
dataset/ComminutedFracture/Train/images24_jpg.rf.7ab59c8d48627e68241a4d0b97ac83c0.jpg,ComminutedFracture,Train,9,39.638695,18.398493
dataset/ComminutedFracture/Train/images27_jpg.rf.a40da5235aba28054fc8c4685700b70b.jpg,ComminutedFracture,Train,7,-41.031197,-4.004779
dataset/ComminutedFracture/Train/images28_jpg.rf.c3ef71bf60c4cfeaa62743121d14dbce.jpg,ComminutedFracture,Train,4,2.7820418,35.221592
dataset/ComminutedFracture/Train/images29_jpg.rf.06d47153ab1aae30d7600cdff192dee9.jpg,ComminutedFracture,Train,3,20.33727,-18.366364
dataset/ComminutedFracture/Train/images32_jpg.rf.745a6cc5974a2c23df2064ac9adeae7d.jpg,ComminutedFracture,Train,1,10.85984,8.212369
dataset/ComminutedFracture/Train/images34_jpg.rf.0864412e27ed15629648a38065439be8.jpg,ComminutedFracture,Train,1,16.747982,2.3291962
dataset/ComminutedFracture/Train/images36_jpg.rf.2ce55323bfb1307f84aa37212e09dc14.jpg,ComminutedFracture,Train,0,23.622091,11.5852375
dataset/ComminutedFracture/Train/images39_jpg.rf.caa1abbf971d2b8161b36d056fc.jpg,ComminutedFracture,Train,7,-17.718933,-10.090692
dataset/ComminutedFracture/Train/images39_jpg.rf.caa1abbf971d2b8161b36d93a9f056fc.jpg,ComminutedFracture,Train,0,34.70458,6.1818295
dataset/ComminutedFracture/Train/images3_jpg.rf.3f34b4a2a24b7f6af75bdc118d010547.jpg,ComminutedFracture,Train,9,31.960403,26.670437
dataset/ComminutedFracture/Train/images40_jpg.rf.cd2b16b8976cb628302f13fe3b7b2448.jpg,ComminutedFracture,Train,8,-32.744995,18.740562
dataset/ComminutedFracture/Train/images41_jpg.rf.595431440d5bf43c207f60d10547a123.jpg,ComminutedFracture,Train,4,6.9730177,29.652357
dataset/ComminutedFracture/Train/images41_jpg.rf.59543145bf43c207f60d10547a123.jpg,ComminutedFracture,Train,2,-26.46633,10.601063
dataset/ComminutedFracture/Train/images43_jpg.rf.b70eeb34c89d4066f717f1e07491adfe.jpg,ComminutedFracture,Train,7,-23.95776,-8.474211
dataset/ComminutedFracture/Train/images44_jpg.rf.86b921748748af90b777713904e7f81e.jpg,ComminutedFracture,Train,0,-4.6832395,16.723381
dataset/ComminutedFracture/Train/images47_jpg.rf.a0e11facdc629b65dae47eae46e777f4.jpg,ComminutedFracture,Train,5,6.302688,-22.953299
dataset/ComminutedFracture/Train/images49_jpg.rf.262724ac10436bd7874317e3d9aeae7e.jpg,ComminutedFracture,Train,0,23.82052,11.419215
dataset/ComminutedFracture/Train/images4_jpg.rf.6fadfb6727847fafce0d4a6ee2916862.jpg,ComminutedFracture,Train,6,30.462894,-22.75481
dataset/ComminutedFracture/Train/images54_jpg.rf.0ff6bdf1acc96af2d65e0798c7ab24f5.jpg,ComminutedFracture,Train,1,24.30654,0.70568556
dataset/ComminutedFracture/Train/images55_jpg.rf.e7c3ce39d9806b6be29826882d0bf4ec.jpg,ComminutedFracture,Train,3,18.371342,-36.11068
dataset/ComminutedFracture/Train/images60_jpg.rf.4ce105f06c184d382a1c5c1a3210e742.jpg,ComminutedFracture,Train,1,-0.86381567,1.9355757
dataset/ComminutedFracture/Train/images62_jpg.rf.c0a371d34410ca275a8307c18e2278a6.jpg,ComminutedFracture,Train,3,19.9995,-19.488379
dataset/ComminutedFracture/Train/images66_jpg.rf.5ee6d0852ce75f0e71ffd046e31eb400.jpg,ComminutedFracture,Train,4,6.6122975,32.365154
dataset/ComminutedFracture/Train/images66_jpg.rf.5ee6d0852ce75f0e76e31eb400.jpg,ComminutedFracture,Train,7,-31.343079,-16.894093
dataset/ComminutedFracture/Train/images67_jpg.rf.1bda1e67604b6ab355644e391db0ccbe.jpg,ComminutedFracture,Train,7,-10.744295,-14.708174
dataset/ComminutedFracture/Train/images6_jpg.rf.e65b8016f3d855b1d2352dde8550f7b9.jpg,ComminutedFracture,Train,5,0.14030962,-22.73991
dataset/ComminutedFracture/Train/images70_jpg.rf.0eeab3df1696d8d6eb58c57982ae8914.jpg,ComminutedFracture,Train,1,19.907648,-1.3345219
dataset/ComminutedFracture/Train/images71_jpg.rf.92c4e25002c296526f43c2c5f7cefc5d.jpg,ComminutedFracture,Train,4,12.896954,27.449059
dataset/ComminutedFracture/Train/images73_jpg.rf.874d94faa9c76eac64e6a61caee213b7.jpg,ComminutedFracture,Train,2,-23.236475,22.205341
dataset/ComminutedFracture/Train/images74_jpg.rf.3876f98221d8bafad5a93bc4111a0415.jpg,ComminutedFracture,Train,6,41.291916,-10.6981125
dataset/ComminutedFracture/Train/images76_jpg.rf.1a2ffd7918ff1d6d5ed82151e10a6.jpg,ComminutedFracture,Train,8,-39.030678,6.2070937
dataset/ComminutedFracture/Train/images76_jpg.rf.1a2ffd7918fff4b1d6d5ed82151e10a6.jpg,ComminutedFracture,Train,4,0.84800714,31.616373
dataset/ComminutedFracture/Train/images77_jpg.rf.8babbfa8b1d9e808ce11d3e9374c03de.jpg,ComminutedFracture,Train,9,31.517078,16.48282
dataset/ComminutedFracture/Train/images77_jpg.rf.8babbfa8b1d9e808ce11de9374c03de.jpg,ComminutedFracture,Train,6,40.31766,-4.8289967
dataset/ComminutedFracture/Train/images79_jpg.rf.6140f9f43ae17aada4d7be1efd4c183a.jpg,ComminutedFracture,Train,4,5.2665873,33.416744
dataset/ComminutedFracture/Train/images7_jpg.rf.97648a266872eef3d6f2cdbd82b2a44f.jpg,ComminutedFracture,Train,7,-28.402592,-3.4551568
dataset/ComminutedFracture/Train/images80_jpg.rf.8dd74c39e0c419d4ce090af09bf905b6.jpg,ComminutedFracture,Train,5,7.0020547,-17.418402
dataset/ComminutedFracture/Train/images81_jpg.rf.ddfaa2e0b9dbde20a1849c56094e5137.jpg,ComminutedFracture,Train,7,-27.233482,-8.585337
dataset/ComminutedFracture/Train/images82_jpg.rf.c60fbee951d3ce611abe551874ea406b.jpg,ComminutedFracture,Train,5,14.9128685,-20.391285
dataset/ComminutedFracture/Train/images84_jpg.rf.b9db3b3ad1a16f300b649e01fd74b186.jpg,ComminutedFracture,Train,4,13.994904,20.810871
dataset/ComminutedFracture/Train/images88_jpg.rf.52dbb0aac5087921358448b3bd1a53e5.jpg,ComminutedFracture,Train,5,10.289825,-20.34418
dataset/ComminutedFracture/Train/images89_jpg.rf.7456b8ddfb43f5d1a4601f04e7809a6a.jpg,ComminutedFracture,Train,6,40.07921,-2.7973022
dataset/ComminutedFracture/Train/images8_jpg.rf.c2ea03de0284d7d956f7989b333379ee.jpg,ComminutedFracture,Train,5,3.120168,-20.927254
dataset/ComminutedFracture/Train/images91_jpg.rf.0ec3ba5769df7de92bd918a97ad134c7.jpg,ComminutedFracture,Train,4,27.041412,22.97351
dataset/ComminutedFracture/Train/images92_jpg.rf.ad7e9574620076a472ebcb46663b0717.jpg,ComminutedFracture,Train,1,25.05395,26.622787
dataset/ComminutedFracture/Train/images9_jpg.rf.9be7f66c52bcb8267b805d44b05ff28a.jpg,ComminutedFracture,Train,2,-30.598396,29.922277
dataset/ComminutedFracture/Train/images_jpg.rf.a1165d24c9ea807540eab0ab0526b05c.jpg,ComminutedFracture,Train,5,21.09213,12.755776
dataset/FractureDislocation/Test/0-_jumbo_jpeg.rf.29079abb47d5de12076aed66aea08064.jpg,FractureDislocation,Test,6,25.765255,-16.476566
dataset/FractureDislocation/Test/0b0927c9e289f1b59085553d3ad46cf08b9566b76aa840d0a17d33c6e626825d_gallery_jpeg.rf.59cd1582385c6b6fbe54afaa63d5099e.jpg,FractureDislocation,Test,3,21.034584,-15.888299
dataset/FractureDislocation/Test/0f2621347d6757e99604be62938184_jumbo_jpg.rf.525e9b9d5a24047c4a22bbdd53cd1b2e.jpg,FractureDislocation,Test,5,11.591996,-9.302187
dataset/FractureDislocation/Test/1-s2-0-S1268773120301892-gr1_jpg.rf.a87a221ae10f0f11bf1e72867576588b.jpg,FractureDislocation,Test,5,18.421936,-10.850135
dataset/FractureDislocation/Test/1-s2-0-S1268773120301892-gr1_rf.a87a221ae10f0f11bf1e72867576588b.jpg,FractureDislocation,Test,5,8.617562,-2.9771564
dataset/FractureDislocation/Test/10-1055-b-004-129594_c035_f009_jpg.rf.f834d08add09dc9092c544481c2b8907.jpg,FractureDislocation,Test,2,-18.876942,18.695524
dataset/FractureDislocation/Test/10-1055-b-004-129594_c035_f022_jpg.rf.79ff9d90432220e3d36eee868f6467f9.jpg,FractureDislocation,Test,5,12.583335,-10.137974
dataset/FractureDislocation/Test/1A_jpg.rf.0677856a44a86c9ddca947bda2.jpg,FractureDislocation,Test,2,-39.39664,0.9748605
dataset/FractureDislocation/Test/1A_jpg.rf.0677856a44a86c9ddcbda2.jpg,FractureDislocation,Test,7,-34.265366,-4.450837
dataset/FractureDislocation/Test/1A_jpg.rf.0677856b851eba44a86c9ddca947bda2.jpg,FractureDislocation,Test,2,-23.162119,15.801529
dataset/FractureDislocation/Test/22097c143c33367ce6a14aab180507_jumbo_jpeg.rf.dba2616edbc6752417d3acf6acee8e6d.jpg,FractureDislocation,Test,5,0.45602176,-2.529096
dataset/FractureDislocation/Test/29b6a23fc1e531976fdb651cdf0670_jumbo_jpeg.rf.54234605109401278f08c8cd98edf6c6.jpg,FractureDislocation,Test,1,3.096191,1.2491763
dataset/FractureDislocation/Test/47yoMcentralhip_jpg.rf.6b862323b37cef4bf7c2131d48c837da.jpg,FractureDislocation,Test,5,-0.50292426,-10.689418
dataset/FractureDislocation/Test/77f8f82dd8cdcf805923a93b0185e1_gallery_jpeg.rf.63372be12ae61d75d4c632618aaadaeb.jpg,FractureDislocation,Test,9,25.12697,8.194442
dataset/FractureDislocation/Test/847b5a158bed0311bf28b5cd647088_jumbo_jpg.rf.271ac7bed7b0dc447ad19199a5292c3d.jpg,FractureDislocation,Test,8,-44.666092,8.919085
dataset/FractureDislocation/Test/86bc033b86310ef27328c4b723226a_jum422b4ebf41ac2a0d5043f304b7c1a.jpg,FractureDislocation,Test,7,-29.650724,-25.06128
dataset/FractureDislocation/Test/86bc033b86310ef27328c4b723226a_jumbo_jpeg.rf.7dd422b4ebf41ac2a0d5043f304b7c1a.jpg,FractureDislocation,Test,4,10.617079,25.688347
dataset/FractureDislocation/Test/89a0646700fc2a62049ff99073ce5d_jumbo_jpeg.rf.c56cb1e33641b1217effd83c152f1a02.jpg,FractureDislocation,Test,6,33.224403,-16.376898
dataset/FractureDislocation/Test/9c1cbdeaa3a92cda049b03cfc58323_jumbo_jpeg.rf.96d8da3e8e693938cf66f704952d954b.jpg,FractureDislocation,Test,8,-29.758286,16.06031
dataset/FractureDislocation/Train/41394_2021_399_Fig1_HTML_png.rf.b71005e1c457206f34a4507475d3ce0.jpg,FractureDislocation,Train,8,-25.458858,18.358442
dataset/FractureDislocation/Train/41394_2021_399_Fig1_HTML_png.rf.b71005e1c457206f34a4507475d3ce30.jpg,FractureDislocation,Train,6,35.794132,-10.362851
dataset/FractureDislocation/Train/50475857a3eeda867edb18cedd6cc2_jumbo_jpg.rf.32fb05a963e20c5d55a557a5f53348c1.jpg,FractureDislocation,Train,8,-43.03122,4.433497
dataset/FractureDislocation/Train/802280d22b265cf0668a0883436b7e_big_gallery_jpeg.rf.abcc24826037cfc864fb0648dc9ea8ef.jpg,FractureDislocation,Train,0,3.325276,18.918673
dataset/FractureDislocation/Train/802280d22b265cf0668a0883436b7e_big_gallery_jpeg.rf.abcc24826037cfc864fb06dc9ea8ef.jpg,FractureDislocation,Train,0,7.3573155,8.568919
dataset/FractureDislocation/Train/A-AP-X-ray-showing-anterior-fracture-dislocation-Case-2_png.rf.77916b75a5d836b25d11f8d68ee99f89.jpg,FractureDislocation,Train,6,32.76676,-6.046822
dataset/FractureDislocation/Train/A-Anteroposterior-X-ray-of-the-foot-showing-fracture-dislocation-of-navicular-B_png.rf.e572838a6da1d2111c37c17cec4dfc9c.jpg,FractureDislocation,Train,1,23.866514,-2.8008225
dataset/FractureDislocation/Train/A-Anteroposterior-X-ray-of-the-foot-showing-fracture-dislocation-of-navicular-B_png.rf.e57283da1d2111c37c17cec4dfc9c.jpg,FractureDislocation,Train,6,29.030483,-24.372055
dataset/FractureDislocation/Train/A-B-Simple-X-rays-of-the-fracture-dislocation-C-D-Immediate-postoperat389c3a75212.jpg,FractureDislocation,Train,1,2.9460237,8.898188
dataset/FractureDislocation/Train/A-B-Simple-X-rays-of-the-fracture-dislocation-C-D-postoperat389c3a75212.jpg,FractureDislocation,Train,2,-20.154366,22.886486
dataset/FractureDislocation/Train/Antero-posterior-and-lateral-X-ray-of-a-fracture-dislocation-of-the-left-elbow-in-a_png.rf.9557573d1019fc845b0ee139f8aa6801.jpg,FractureDislocation,Train,9,23.097385,5.923231
dataset/FractureDislocation/Train/Antero-posterior-and-lateral-X-ray-of-a-fracture-dislocation-of-the-leg.rf.9557573d1019fc845b0ee139f8aa6801.jpg,FractureDislocation,Train,5,-4.48249,-12.241418
dataset/FractureDislocation/Train/Conventional-X-rays-oeoperati07c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,8,-21.688457,1.4165478
dataset/FractureDislocation/Train/Conventional-X-rays-oeoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,8,-19.612057,-4.589818
dataset/FractureDislocation/Train/Conventional-X-rays-on-admission-showing-fracture-dislocation-C-preoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,6,31.939087,1.6137725
dataset/FractureDislocation/Train/Conventional-X-rays-on-admission-showing-fracture-dislocation-C4-5-left-preoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,8,-38.362213,15.690891
dataset/FractureDislocation/Train/Conventional-X-rays-on-adpreoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,8,-20.354603,2.3824918
dataset/FractureDislocation/Train/F1-large2_jpg.rf.05a96fcbc48f87614b0f971a.jpg,FractureDislocation,Train,6,31.140884,-6.142586
dataset/FractureDislocation/Train/F1-large2_jpg.rf.05a96fcbc48f8deb2e6087614b0f971a.jpg,FractureDislocation,Train,6,31.176226,-5.405596
dataset/FractureDislocation/Train/F1-large_jpg.rf.f07b71940901987206be47807d2843ae.jpg,FractureDislocation,Train,4,12.430635,27.528437
dataset/FractureDislocation/Train/F1-large_jpg.rf.f07b71940901987206be4780843ae.jpg,FractureDislocation,Train,2,11.376732,0.2617478
dataset/FractureDislocation/Train/F2-large_jpg.rf.56ccdce6b68f5e01cc5e2ce4ba.jpg,FractureDislocation,Train,6,30.628849,10.414803
dataset/FractureDislocation/Train/F2-large_jpg.rf.56ccdce6ec8104b68f5e01cc5e2ce4ba.jpg,FractureDislocation,Train,1,18.208397,9.771414
dataset/FractureDislocation/Train/F3-large_jpg.rf.3c053eb6886cbef7bd612539b1b7db2c.jpg,FractureDislocation,Train,1,27.834078,-6.7331696
dataset/FractureDislocation/Train/F3-large_jpg.rf.3c06cbef7bd612539b1b7db2c.jpg,FractureDislocation,Train,1,27.087137,-6.1737847
dataset/FractureDislocation/Train/Figure201a_0-JPG_jpg.rf.45d6d1bc94a0953791811c2ef8bdc7c8.jpg,FractureDislocation,Train,5,-0.7411862,-12.134126
dataset/FractureDislocation/Train/GALLEAZZI_jpg.rf.36a80364960844c23e8d28a27aed4eeb.jpg,FractureDislocation,Train,3,15.940716,-23.959553
dataset/FractureDislocation/Train/Imaging-of-patient-TD-x-ray-after-trauma-a-axial-ct-of-the-fracture-b-3d_png.rf.b08166633212792f0672e17285ef6c6a.jpg,FractureDislocation,Train,6,34.48148,-8.740891
dataset/FractureDislocation/Train/Lisfranc-Fracture-Dislocation-Photo-1_jpg.rf.4367952f5ac51d749890acc288b90193.jpg,FractureDislocation,Train,9,25.451424,11.120918
dataset/FractureDislocation/Train/Plain-x-ray-appearances-of-fracture-dislocation-of-hips_png.rf.27d8552c169239839233ec26aa9a1854.jpg,FractureDislocation,Train,6,34.36842,-11.544428
dataset/FractureDislocation/Train/Pre-and-postoperative-x-ray-of-l-fracture-dislocation-with-concomitant_jpg.rf.119601864a664da1abea52d079efe7d1.jpg,FractureDislocation,Train,5,16.902977,-4.3973885
dataset/FractureDislocation/Train/Pre-and-postoperative-x-ray-of-l-fracture-dislocatoncomitant_jpg.rf.119601864a664da1abea52d079efe7d1.jpg,FractureDislocation,Train,3,9.891643,-25.97768
dataset/FractureDislocation/Train/Pre-operative-X-ray-of-the-pelvis-AP-showing-fracture-dislocation-of-the-left-hip_png.rf.63ff11a7138f77964a0e450f7a1c28b8.jpg,FractureDislocation,Train,9,17.86226,7.0004625
