filepath,class,split,width,height,readable,is_duplicate,is_size_outlier,file_size_kb,md5
dataset/ComminutedFracture/Train/images9_jpg.rf.9be7f66c52bcb8267b805d44b05ff28a.jpg,ComminutedFracture,Train,640,640,True,False,False,25.72,781f9e71cdd79fae1522e587df31e564
dataset/ComminutedFracture/Train/images_jpg.rf.a1165d24c9ea807540eab0ab0526b05c.jpg,ComminutedFracture,Train,640,640,True,False,False,19.38,2ba08bfbe1042cf46f87be9e6261cd1f
dataset/FractureDislocation/Test/0-_jumbo_jpeg.rf.29079abb47d5de12076aed66aea08064.jpg,FractureDislocation,Test,640,640,True,False,False,29.41,81fb90b7250016cb596322b043b5d2cc
dataset/FractureDislocation/Test/0b0927c9e289f1b59085553d3ad46cf08b9566b76aa840d0a17d33c6e626825d_gallery_jpeg.rf.59cd1582385c6b6fbe54afaa63d5099e.jpg,FractureDislocation,Test,448,637,True,False,False,50.64,4887db0103544aa31192145c81fe976a
dataset/FractureDislocation/Test/0f2621347d6757e99604be62938184_jumbo_jpg.rf.525e9b9d5a24047c4a22bbdd53cd1b2e.jpg,FractureDislocation,Test,246,553,True,False,False,40.89,52fc258d27db69aa5380a251064715d2
dataset/FractureDislocation/Test/1-s2-0-S1268773120301892-gr1_jpg.rf.a87a221ae10f0f11bf1e72867576588b.jpg,FractureDislocation,Test,319,565,True,False,False,50.36,9399c04427d6630e4b86c58d938f1612
dataset/FractureDislocation/Test/1-s2-0-S1268773120301892-gr1_rf.a87a221ae10f0f11bf1e72867576588b.jpg,FractureDislocation,Test,289,569,True,False,False,26.02,b437146e01aba230d52281b0b21d7a8d
dataset/FractureDislocation/Test/10-1055-b-004-129594_c035_f009_jpg.rf.f834d08add09dc9092c544481c2b8907.jpg,FractureDislocation,Test,141,274,True,False,False,29.36,388e6f051fc2b9b93c6d2457d9b9a0d0
dataset/FractureDislocation/Test/10-1055-b-004-129594_c035_f022_jpg.rf.79ff9d90432220e3d36eee868f6467f9.jpg,FractureDislocation,Test,144,640,True,False,False,30.87,51a03a4e5cc3f17211e7448d18ac80c7
dataset/FractureDislocation/Test/1A_jpg.rf.0677856a44a86c9ddca947bda2.jpg,FractureDislocation,Test,193,640,True,False,False,21.97,5adba489d5c31743102bae8e27bad88f
dataset/FractureDislocation/Test/1A_jpg.rf.0677856a44a86c9ddcbda2.jpg,FractureDislocation,Test,222,640,True,False,False,23.86,97870d64f3819edc406595b1b7f39773
dataset/FractureDislocation/Test/1A_jpg.rf.0677856b851eba44a86c9ddca947bda2.jpg,FractureDislocation,Test,177,634,True,False,False,43.77,192f98e165ddb4d13382d291573ee998
dataset/FractureDislocation/Test/22097c143c33367ce6a14aab180507_jumbo_jpeg.rf.dba2616edbc6752417d3acf6acee8e6d.jpg,FractureDislocation,Test,640,640,True,False,False,31.84,bcabe3d889c0ff46079ec3214742f3fb
dataset/FractureDislocation/Test/29b6a23fc1e531976fdb651cdf0670_jumbo_jpeg.rf.54234605109401278f08c8cd98edf6c6.jpg,FractureDislocation,Test,408,608,True,False,False,55.25,020417c21c9b173b4051c90bbf1cedcf
dataset/FractureDislocation/Test/47yoMcentralhip_jpg.rf.6b862323b37cef4bf7c2131d48c837da.jpg,FractureDislocation,Test,640,640,True,False,False,32.63,18eb05efdfe79d9237a2fff7326a3c25
dataset/FractureDislocation/Test/77f8f82dd8cdcf805923a93b0185e1_gallery_jpeg.rf.63372be12ae61d75d4c632618aaadaeb.jpg,FractureDislocation,Test,607,573,True,False,False,75.35,e91530a6ffd43633d6dc8d990f01ff59
dataset/FractureDislocation/Test/847b5a158bed0311bf28b5cd647088_jumbo_jpg.rf.271ac7bed7b0dc447ad19199a5292c3d.jpg,FractureDislocation,Test,640,640,True,False,False,15.3,7ea26085798a58d0478623935fc19441
dataset/FractureDislocation/Test/86bc033b86310ef27328c4b723226a_jum422b4ebf41ac2a0d5043f304b7c1a.jpg,FractureDislocation,Test,339,640,True,False,False,18.65,6818d30cf31b44f6927391ccede878e9
dataset/FractureDislocation/Test/86bc033b86310ef27328c4b723226a_jumbo_jpeg.rf.7dd422b4ebf41ac2a0d5043f304b7c1a.jpg,FractureDislocation,Test,639,278,True,False,False,38.22,0c0921ed3e70ae548dd170d8e7925d56
dataset/FractureDislocation/Test/89a0646700fc2a62049ff99073ce5d_jumbo_jpeg.rf.c56cb1e33641b1217effd83c152f1a02.jpg,FractureDislocation,Test,640,640,True,False,False,45.93,2aec2266a579bd29f58ad75d9ef36b52
dataset/FractureDislocation/Test/9c1cbdeaa3a92cda049b03cfc58323_jumbo_jpeg.rf.96d8da3e8e693938cf66f704952d954b.jpg,FractureDislocation,Test,483,583,True,False,False,63.39,dfda7637f654fcfea118c2d51c3db779
dataset/FractureDislocation/Train/41394_2021_399_Fig1_HTML_png.rf.b71005e1c457206f34a4507475d3ce0.jpg,FractureDislocation,Train,343,573,True,False,False,17.19,f7d9901e7a787827690a85a12c0b2ebd
dataset/FractureDislocation/Train/41394_2021_399_Fig1_HTML_png.rf.b71005e1c457206f34a4507475d3ce30.jpg,FractureDislocation,Train,299,573,True,False,False,49.74,5555734cd747d88a422972ee601e56da
dataset/FractureDislocation/Train/50475857a3eeda867edb18cedd6cc2_jumbo_jpg.rf.32fb05a963e20c5d55a557a5f53348c1.jpg,FractureDislocation,Train,640,640,True,False,False,25.88,a48addb24157861f5dc2bb99ad42d182
dataset/FractureDislocation/Train/802280d22b265cf0668a0883436b7e_big_gallery_jpeg.rf.abcc24826037cfc864fb0648dc9ea8ef.jpg,FractureDislocation,Train,334,640,True,False,False,65.25,2a7b92f793c6d42949183af78ab0c4c2
dataset/FractureDislocation/Train/802280d22b265cf0668a0883436b7e_big_gallery_jpeg.rf.abcc24826037cfc864fb06dc9ea8ef.jpg,FractureDislocation,Train,307,640,True,False,False,24.53,6ff88c936d34664249ca679414c31b49
dataset/FractureDislocation/Train/A-AP-X-ray-showing-anterior-fracture-dislocation-Case-2_png.rf.77916b75a5d836b25d11f8d68ee99f89.jpg,FractureDislocation,Train,494,359,True,False,False,58.62,fe81303ca3cde02966564d75322cb059
dataset/FractureDislocation/Train/A-Anteroposterior-X-ray-of-the-foot-showing-fracture-dislocation-of-navicular-B_png.rf.e572838a6da1d2111c37c17cec4dfc9c.jpg,FractureDislocation,Train,284,640,True,False,False,59.06,027b7eb033212cd6d47df001ca65087f
dataset/FractureDislocation/Train/A-Anteroposterior-X-ray-of-the-foot-showing-fracture-dislocation-of-navicular-B_png.rf.e57283da1d2111c37c17cec4dfc9c.jpg,FractureDislocation,Train,286,640,True,False,False,21.8,e87f7d7cebd774d271b8b5f9756a19ca
dataset/FractureDislocation/Train/A-B-Simple-X-rays-of-the-fracture-dislocation-C-D-Immediate-postoperat389c3a75212.jpg,FractureDislocation,Train,135,270,True,False,False,7.85,636c80429dd161bd32406a3ed7f09e3d
dataset/FractureDislocation/Train/A-B-Simple-X-rays-of-the-fracture-dislocation-C-D-postoperat389c3a75212.jpg,FractureDislocation,Train,135,271,True,False,False,7.67,5530417cc4c79b28c75ac91b76af984e
dataset/FractureDislocation/Train/Antero-posterior-and-lateral-X-ray-of-a-fracture-dislocation-of-the-left-elbow-in-a_png.rf.9557573d1019fc845b0ee139f8aa6801.jpg,FractureDislocation,Train,276,524,True,False,False,35.06,4d7f86220a949c2b1e4118e58ccc45d8
dataset/FractureDislocation/Train/Antero-posterior-and-lateral-X-ray-of-a-fracture-dislocation-of-the-leg.rf.9557573d1019fc845b0ee139f8aa6801.jpg,FractureDislocation,Train,288,640,True,False,False,13.82,5e7d224254247ca46592fe65f7b0794b
dataset/FractureDislocation/Train/Conventional-X-rays-oeoperati07c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,144,274,True,False,False,11.47,de93ee35e4c798e079c3bfcab8d4df3e
dataset/FractureDislocation/Train/Conventional-X-rays-oeoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,144,264,True,False,False,9.82,38180cd6f44730fd81b52aeb56121805
dataset/FractureDislocation/Train/Conventional-X-rays-on-admission-showing-fracture-dislocation-C-preoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,217,569,True,False,False,16.91,fcfe4473853dad903d8c731c7aa37618
dataset/FractureDislocation/Train/Conventional-X-rays-on-admission-showing-fracture-dislocation-C4-5-left-preoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,162,253,True,False,False,33.8,a22a58d38bff3e99684919c80e98c1de
dataset/FractureDislocation/Train/Conventional-X-rays-on-adpreoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,FractureDislocation,Train,173,270,True,False,False,11.42,5bf6293eb8ad71b73eb82e353e7b3658
dataset/FractureDislocation/Train/F1-large2_jpg.rf.05a96fcbc48f87614b0f971a.jpg,FractureDislocation,Train,286,640,True,False,False,24.66,fee8835002837d0590e158dee0e9a37a
dataset/FractureDislocation/Train/F1-large2_jpg.rf.05a96fcbc48f8deb2e6087614b0f971a.jpg,FractureDislocation,Train,270,639,True,False,False,37.62,387a5444904c7b9955196e42b3367f73
dataset/FractureDislocation/Train/F1-large_jpg.rf.f07b71940901987206be47807d2843ae.jpg,FractureDislocation,Train,614,257,True,False,False,47.01,5c0aa1a68747aaf6c3301155b2ce406f
dataset/FractureDislocation/Train/F1-large_jpg.rf.f07b71940901987206be4780843ae.jpg,FractureDislocation,Train,208,640,True,False,False,19.43,b2aad161e3541350d6ace4eb2d0af980
dataset/FractureDislocation/Train/F2-large_jpg.rf.56ccdce6b68f5e01cc5e2ce4ba.jpg,FractureDislocation,Train,315,608,True,False,False,27.34,6228ee36a69ecbcdb35618ff32bfd46e
dataset/FractureDislocation/Train/F2-large_jpg.rf.56ccdce6ec8104b68f5e01cc5e2ce4ba.jpg,FractureDislocation,Train,261,640,True,False,False,42.42,336f7ebf91a67f39182e8bb44774f793
dataset/FractureDislocation/Train/F3-large_jpg.rf.3c053eb6886cbef7bd612539b1b7db2c.jpg,FractureDislocation,Train,242,634,True,False,False,38.07,8530072c5725ca90c78f062ac5f70824
dataset/FractureDislocation/Train/F3-large_jpg.rf.3c06cbef7bd612539b1b7db2c.jpg,FractureDislocation,Train,292,640,True,False,False,22.06,290a24ddabd54791e61730940f523a5f
dataset/FractureDislocation/Train/Figure201a_0-JPG_jpg.rf.45d6d1bc94a0953791811c2ef8bdc7c8.jpg,FractureDislocation,Train,591,637,True,False,False,76.35,0e4c11aa3026b9826823f334cccdd2d5
dataset/FractureDislocation/Train/GALLEAZZI_jpg.rf.36a80364960844c23e8d28a27aed4eeb.jpg,FractureDislocation,Train,640,640,True,False,False,41.82,a52895d4025f4985da05e935062a8eff
dataset/FractureDislocation/Train/Imaging-of-patient-TD-x-ray-after-trauma-a-axial-ct-of-the-fracture-b-3d_png.rf.b08166633212792f0672e17285ef6c6a.jpg,FractureDislocation,Train,277,306,True,False,False,34.42,a21796bfc2508cfa074c127594b8e37c
dataset/FractureDislocation/Train/Lisfranc-Fracture-Dislocation-Photo-1_jpg.rf.4367952f5ac51d749890acc288b90193.jpg,FractureDislocation,Train,426,307,True,False,False,37.7,bc3dd0d908c63c67f14a10c9f1c69b98
dataset/FractureDislocation/Train/Plain-x-ray-appearances-of-fracture-dislocation-of-hips_png.rf.27d8552c169239839233ec26aa9a1854.jpg,FractureDislocation,Train,640,640,True,False,False,67.05,b06a10d7638d36174d23ee386d984c79
dataset/FractureDislocation/Train/Pre-and-postoperative-x-ray-of-l-fracture-dislocation-with-concomitant_jpg.rf.119601864a664da1abea52d079efe7d1.jpg,FractureDislocation,Train,181,640,True,False,False,20.38,92cf64187174b13674cf1ebf1c9994aa
dataset/FractureDislocation/Train/Pre-and-postoperative-x-ray-of-l-fracture-dislocatoncomitant_jpg.rf.119601864a664da1abea52d079efe7d1.jpg,FractureDislocation,Train,170,640,True,False,False,18.25,088168d4e95565cc440b02c00781ecd0
dataset/FractureDislocation/Train/Pre-operative-X-ray-of-the-pelvis-AP-showing-fracture-dislocation-of-the-left-hip_png.rf.63ff11a7138f77964a0e450f7a1c28b8.jpg,FractureDislocation,Train,564,595,True,False,False,70.81,eae6b8e302f47910a4547a7a7c5e0d70
dataset/FractureDislocation/Train/X-ray-of-ankle-joint-anteroposterior-view-showing-fracture-dislocation-of-ankle-It_png.rf.24d160278ac319ce616cd26a48b9dfb3.jpg,FractureDislocation,Train,526,627,True,False,False,71.06,17683d34742b8d9b3cc2d6f33b56d631
dataset/FractureDislocation/Train/a-Radiograph-showing-the-sacroiliac-fracture-dislocation-with-fractures-of-bilateral_png.rf.fa0f976ece84621764dfdada5ad761da.jpg,FractureDislocation,Train,307,244,True,False,False,29.77,74726758240563945a8c8acafd7d990a
dataset/FractureDislocation/Train/a1bn1_jpg.rf.c98508718aa58362706b40d0b1a51977.jpg,FractureDislocation,Train,640,640,True,False,False,19.43,850a5a5075242d24546bbea5088cca4d
dataset/FractureDislocation/Train/a5097978c7f0a2_flex7_jpg.rf.fd2b48f9cdfa6e4920ce57cfb82680b5.jpg,FractureDislocation,Train,349,640,True,False,False,51.02,2541758cc842a00b759b8511970681d2
dataset/FractureDislocation/Train/a5097978c7f0a2_flex7_jpg.rf.fd2b48f9cdfa6e4920cefb82680b5.jpg,FractureDislocation,Train,291,640,True,False,False,24.32,734eae859fca1a146f6868548d662f21
dataset/FractureDislocation/Train/bf732db52716f6b487260ee05010f4_jumbo_jpeg.rf.447c7ee0304ce538b6ddbaba6f16dbed.jpg,FractureDislocation,Train,428,640,True,False,False,57.23,1b17845eeabb6c7d7f62e7008adef10a
dataset/FractureDislocation/Train/c51fc85c72384555edf1d6ec412e53_jumbo_jpg.rf.d1abec7a9d63a4da7fa11a8274072b1f.jpg,FractureDislocation,Train,321,639,True,False,False,50.11,c169106133028a67961f91dfbd0d8874
dataset/FractureDislocation/Train/cow217_jpg.rf.b4cac2d6bdf8c825f005de5a30f2a34e.jpg,FractureDislocation,Train,634,587,True,False,False,60.34,f8c8acf1281a549aa7c13a86c4850080
dataset/FractureDislocation/Train/cow217lat_jpg.rf.ee52f52e41e1f0a2df9e3bb3cafc5016.jpg,FractureDislocation,Train,627,564,True,False,False,57.94,5c975e867d19b7542169b7a097b35735
dataset/FractureDislocation/Train/d98391d0b4ed11eca52dcfcc122122a0-Screen-Shot-2022-04-01-at-10-30-15-AM_png.rf.debe1f70a056d7438b724708ee01f0d4.jpg,FractureDislocation,Train,406,617,True,False,False,50.66,1236ef8542f387a9da725f952cbb18c3
dataset/FractureDislocation/Train/f312a5ff3de3c0bcee1ffc1b9a88dc_jumbo_jpeg.rf.dbbe7d6f0f4a33c161868b07f2528713.jpg,FractureDislocation,Train,640,640,True,False,False,39.28,a7fc3ac3617306a0e955af887a79892e
dataset/FractureDislocation/Train/fc65395dd9c83461025ab8fbb3b430_jumbo-JPG_jpg.rf.b419d0be56f385d775ab7444f7b323cb.jpg,FractureDislocation,Train,640,640,True,False,False,29.84,6a977e2c3631d27667f4c81eb1849302
dataset/FractureDislocation/Train/film-xray-elbow-ap-showed-260nw-1126379768_jpg.rf.3b9679e0a7236095db8bc8509e5510d5.jpg,FractureDislocation,Train,230,590,True,False,False,36.79,35c14b3af1a449e8ce9d479c2a78d3b8
dataset/FractureDislocation/Train/film-xray-elbow-ap-showed-260nw-379768_jpg.rf.3b9679e0a7236095db8bc8509e5510d5.jpg,FractureDislocation,Train,208,593,True,False,False,15.62,fb6dd12e1d2094c1d2f837c4c93c550c
dataset/FractureDislocation/Train/fracturedislocationgaleazzi01mdatvaccidentplain5y41d7581db9be3deb5ede90b.jpg,FractureDislocation,Train,364,592,True,False,False,19.56,e2b4acb9c634f92a2ddd0125c8b435a6
dataset/FractureDislocation/Train/fracturedislocationgaleazzi01mdatvaccidentplain5yo_jpg.rf.e80b42ea241d7581db9be3deb5ede90b.jpg,FractureDislocation,Train,233,410,True,False,False,30.98,10d9a141453148d43081be590f1a7c15
dataset/FractureDislocation/Train/fracturedislocationmonteggia01mdfellplain3yo_jpg.rf.76186679322532546.jpg,FractureDislocation,Train,327,446,True,False,False,13.79,d1c0e40f96798168bee078a7408cb4ec
dataset/FractureDislocation/Train/fracturedislocationmonteggia01mdfellplain3yo_jpg.rf.761868d92f84fc315c69679322532546.jpg,FractureDislocation,Train,285,301,True,False,False,31.37,a2e5935f1ae4c7bf373dba92a1145a4c
dataset/FractureDislocation/Train/gr1_jpg.rf.23581f947c5ded563f968111bb3866c1.jpg,FractureDislocation,Train,297,597,True,False,False,37.15,48db3a3533fe0be06c4f92eee6055b8f
dataset/FractureDislocation/Train/gr1_jpg.rf.23581f947c5ded563f968b3866c1.jpg,FractureDislocation,Train,296,640,True,False,False,19.75,6a37e7c2ca6a6aaa9a1b550a84faef40
dataset/FractureDislocation/Train/gr1_lrg_jpg.rf.b138d2700bb1500d0b26fef.jpg,FractureDislocation,Train,282,640,True,False,False,18.77,146aab773226768847091b56c12b932a
dataset/FractureDislocation/Train/gr1_lrg_jpg.rf.b138d2700bb156e32430b700d0b26fef.jpg,FractureDislocation,Train,278,561,True,False,False,43.92,08a5fb60d429303f152f6713e2b3d1d5
dataset/FractureDislocation/Train/image10_jpeg.rf.ebf1ad00a8e950d1367b8d4b357d979b.jpg,FractureDislocation,Train,640,640,True,False,False,31.5,38b12b24f41d0d78772202c53525e493
dataset/FractureDislocation/Train/image11_jpeg.rf.b32da1dc362c9bfa4e45266b46be6.jpg,FractureDislocation,Train,232,640,True,False,False,31.82,7b57e574404af3a9c02d852629b9452f
dataset/FractureDislocation/Train/image12_jpeg.rf.f470d4b4f43b022e09a1354f0b424f78.jpg,FractureDislocation,Train,557,640,True,False,False,56.46,4079e1516ef4da5e873a33f81128a11a
dataset/FractureDislocation/Train/image13_jpeg.rf.bec227ccd3d28aa517f2b44d22b611fc.jpg,FractureDislocation,Train,640,640,True,False,False,35.01,c3dc9bff87536fecc2a708edd4fe81aa
dataset/FractureDislocation/Train/image14_jpeg.rf.9cd940a79567f32249bfd958dc34ff68.jpg,FractureDislocation,Train,378,529,True,False,False,70.74,b381d890d2d9c2d81c1b854fb010bd46
dataset/FractureDislocation/Train/image16_jpeg.rf.26c44b5cc4cd37b01809904121.jpg,FractureDislocation,Train,277,640,True,False,False,15.84,22c0a740c1bef5ff27c8bafc07181f67
dataset/FractureDislocation/Train/image16_jpeg.rf.26c44b5cc4cd37df6964b01809904121.jpg,FractureDislocation,Train,249,466,True,False,False,32.84,0cb5a531f11b77d3318890cc5822250d
dataset/FractureDislocation/Train/image17_jpeg.rf.44e3ee814b39580cc793cc484e4cb145.jpg,FractureDislocation,Train,640,640,True,False,False,26.74,db25621b012c8f87c86477659d6bf897
dataset/FractureDislocation/Train/image18_jpeg.rf.c384728c54a1c31be9d054d13ab7fd22.jpg,FractureDislocation,Train,640,640,True,False,False,26.14,ad662f1b41951b3f6dec51f70f812171
dataset/FractureDislocation/Train/image19_jpeg.rf.972ed3d90c53af861cfdb076f5d34454.jpg,FractureDislocation,Train,416,640,True,False,False,43.51,7706c7c5ee997377ad2d0c86cc35ecbe
dataset/FractureDislocation/Train/image1figure1edit01_1102610_jpg.rf.588dc8f696544092683b7e78c214eed1.jpg,FractureDislocation,Train,254,578,True,False,False,36.74,f239edb190518fc888a20eb6743a366e
dataset/FractureDislocation/Train/image20_jpeg.rf.8a89e0e1fab7e53f5cba2a0bd65ba976.jpg,FractureDislocation,Train,531,635,True,False,False,60.5,184ebd44e3928292f0a700b3991c0784
dataset/FractureDislocation/Train/image21_jpeg.rf.35b8827cc0a6d988797e57f3685c722d.jpg,FractureDislocation,Train,603,302,True,False,False,37.15,13c508c0af1b5036535257123a4aea25
dataset/FractureDislocation/Train/image21_jpeg.rf.35b88988797e57f3685c722d.jpg,FractureDislocation,Train,334,600,True,False,False,16.67,3df97a9d771a2fa1b53d3477973474c7
dataset/FractureDislocation/Train/image22_jpeg.rf.dd7df6085c3b1f817643e5a18b89b63d.jpg,FractureDislocation,Train,639,396,True,False,False,52.03,5f2db8eddaf7368c9a57b24a855af283
dataset/FractureDislocation/Train/image23_jpeg.rf.3a0a70bec0f46890a700534ffb66bbf5.jpg,FractureDislocation,Train,640,640,True,False,False,19.38,6f162a85ec7347d4cdf29e5c77a62888
dataset/FractureDislocation/Train/image24_jpeg.rf.a60562fafe260267b1adb1f49d77d026.jpg,FractureDislocation,Train,274,640,True,False,False,41.06,c6e9b9f242f2fc3abb20d7da4805688e
dataset/FractureDislocation/Train/image24_jpeg.rf.a60562fafe2b1f49d77d026.jpg,FractureDislocation,Train,338,640,True,False,False,21.53,3ca857751a10a0a3fcf0d0cc7615427e
dataset/FractureDislocation/Train/image25_jpeg.rf.2e86e05a986064c4cb2.jpg,FractureDislocation,Train,283,293,True,False,False,13.88,ca106028e281ea062dfac8f80cc82af2
dataset/FractureDislocation/Train/image25_jpeg.rf.2e86e05a9864c740ef0cedc0064c4cb2.jpg,FractureDislocation,Train,252,284,True,False,False,36.64,6e2b6d0fc6f8666d55be50d510d8b3dd
dataset/FractureDislocation/Train/image26_jpeg.rf.abbfe1afb4a112de0cbfe6b100561e9d.jpg,FractureDislocation,Train,640,640,True,False,False,31.55,38d2b32f8a5071bc1af63d34f38b2394
dataset/FractureDislocation/Train/image28_jpeg.rf.6503e348fea4497cc6cec71b2d7f4520.jpg,FractureDislocation,Train,181,317,True,False,False,32.79,6869cc1827ed7807199f3c9c62461223
dataset/FractureDislocation/Train/image29_jpeg.rf.37c863c2ba3611b7f4fa75d82e82.jpg,FractureDislocation,Train,179,640,True,False,False,22.86,ba7f6e269aa030c31e71f89f5410d9d8
dataset/FractureDislocation/Train/image29_jpeg.rf.37c863c2edbdba3611b7f4fa75d82e82.jpg,FractureDislocation,Train,172,635,True,False,False,40.32,8f7744a57cd61edc5be59bfca39636fb
dataset/FractureDislocation/Train/image2_jpeg.rf.bc16ebd39d77b02f60313cbb8c73a338.jpg,FractureDislocation,Train,640,640,True,False,False,15.09,ae06b64914537308c9e043465c884bc7
dataset/FractureDislocation/Train/image2figure2edit11_1102614_jpg.rf.95eca696ce12509c1b6f9cfbe733d03d.jpg,FractureDislocation,Train,258,526,True,False,False,39.38,32b9e98bd65a750e5a61130a4166bfba
dataset/FractureDislocation/Train/image30_jpeg.rf.fc0cb22bfd1247976c285cc5d7252f7d.jpg,FractureDislocation,Train,640,640,True,False,False,29.71,1aa7043d71074b63bd96e174e4186d15
dataset/FractureDislocation/Train/image31_jpeg.rf.966b2ec164.jpg,FractureDislocation,Train,189,549,True,False,False,20.09,0922e1642e5bade3c595c6f8acf3fb5f
dataset/FractureDislocation/Train/image31_jpeg.rf.9fb28a3cc82566b2ec164.jpg,FractureDislocation,Train,220,517,True,False,False,20.93,7163bd5debe9e178273ead4c6cc3dd5c
dataset/FractureDislocation/Train/image31_jpeg.rf.9fb28a767e2a843433cc82566b2ec164.jpg,FractureDislocation,Train,172,558,True,False,False,34.38,43dfadd16d3e4be2a9fa063d38c78382
dataset/FractureDislocation/Train/image32_jpeg.rf.0cd9c3f4cb457ac78b29ddbf67240.jpg,FractureDislocation,Train,606,320,True,False,False,17.16,be8a756994621b15da1805de7757ed6a
dataset/FractureDislocation/Train/image32_jpeg.rf.0cd9c3f4cb457ac78b29ddbf67b53240.jpg,FractureDislocation,Train,640,264,True,False,False,43.33,11407fd6b64f16e3e02008589dead791
dataset/FractureDislocation/Train/image3_jpeg.rf.5be0b2530178652a21db62fd7476bd75.jpg,FractureDislocation,Train,640,640,True,False,False,29.29,1ee472a994aee22dfe74348071db72f0
dataset/FractureDislocation/Train/image4_jpeg.rf.b9b5e83a799c82dfe43bc01a9cfea21c.jpg,FractureDislocation,Train,640,640,True,False,False,26.56,ea54d90130345dc7d5fff4201236c019
dataset/FractureDislocation/Train/image5_jpeg.rf.efcd8b141e6eb17a580f11e8ac7c2b14.jpg,FractureDislocation,Train,640,640,True,False,False,24.55,9df66fd32b6b2d13bf507e63c904f631
dataset/FractureDislocation/Train/image6_jpeg.rf.5248ed1b2addcab9b948778b838a44d0.jpg,FractureDislocation,Train,640,640,True,False,False,20.37,f07c9612b01940bbb7dfbfe36efec4f0
dataset/FractureDislocation/Train/image8_jpeg.rf.d1eea199c346ebadf0cd86f75eece161.jpg,FractureDislocation,Train,635,476,True,False,False,54.36,b745d7e3a027ae0f39db2c01b831d437
dataset/FractureDislocation/Train/image_jpeg.rf.0e40feae13d6899de491c012712a7c59.jpg,FractureDislocation,Train,640,640,True,False,False,25.11,2c2c9540bbe437e366161b51becf3c2e
dataset/FractureDislocation/Train/images11_jpg.rf.f49a62d108ce15babe1c6f07cdb6ff41.jpg,FractureDislocation,Train,640,640,True,False,False,24.83,84eebfbd80d31b520cbc162508b38297
dataset/FractureDislocation/Train/images13_jpg.rf.f5f8b144c22975c2db1d9d9.jpg,FractureDislocation,Train,139,640,True,False,False,13.33,90e7fc08699e13bb756fc092f4068538
dataset/FractureDislocation/Train/images13_jpg.rf.f5f8b1cf544c22975c2db1d9d9.jpg,FractureDislocation,Train,139,640,True,False,False,14.07,aec48db16ee95d46a36449f23e82dcfe
dataset/FractureDislocation/Train/images13_jpg.rf.f5f8b1cf548db8e44c22975c2db1d9d9.jpg,FractureDislocation,Train,122,640,True,False,False,31.66,4209e6dc2ccff42533c6dbb272af0086
dataset/FractureDislocation/Train/images13_jpg.rf.f5f8b1cf548e44c22975c2db1d9d9.jpg,FractureDislocation,Train,143,640,True,False,False,15.03,3f0188342956375d6f2fb1c4fdf60185
dataset/FractureDislocation/Train/images14_jpg.rf.a3b3bad28529a35b7b531d32c7ed730e.jpg,FractureDislocation,Train,571,258,True,False,False,39.14,13e7bb054c4054cf68ab3a2e9a4bdf94
dataset/FractureDislocation/Train/images15_jpg.rf.72231ee60b44b04a740c03c6295e3e1b.jpg,FractureDislocation,Train,640,640,True,False,False,26.69,b6758c95375b925453428056019576bb
dataset/FractureDislocation/Train/images16_jpg.rf.09663e786a7986ab28cfdc378620ca2d.jpg,FractureDislocation,Train,640,640,True,False,False,21.24,9c83e98bacc2516e22445c6b4cef1177
dataset/FractureDislocation/Train/images17_jpg.rf.f1708c6114060a32136c5b2e756b310e.jpg,FractureDislocation,Train,640,640,True,False,False,22.38,a16118182ea4fcfd762713656f2aefa6
dataset/FractureDislocation/Train/images18_jpg.rf.26eda2e2f4e9f31a65d54222a194b.jpg,FractureDislocation,Train,281,303,True,False,False,12.75,caa5f90d94af8de1de38f9acc364ba66
dataset/FractureDislocation/Train/images18_jpg.rf.26eda2e2fd714e9f31a65d54222a194b.jpg,FractureDislocation,Train,255,289,True,False,False,37.1,c9405ac5c2e97acf54eb6101ec571229
dataset/FractureDislocation/Train/images18_jpg.rf.26eda2e54222a194b.jpg,FractureDislocation,Train,256,300,True,False,False,15.06,6226daa020fd6c9b99f90a095294d829
dataset/FractureDislocation/Train/images19_jpg.rf.b3a1fe6ed706798a6d940ca596de86aa.jpg,FractureDislocation,Train,327,558,True,False,False,51.04,1bb6a9dfcdfe40b5288295135b06cb61
dataset/FractureDislocation/Train/images21_jpg.rf.4ea90dfd023828752d3c3094d4cdcfd9.jpg,FractureDislocation,Train,447,493,True,False,False,57.98,f4e4a073a20b06e382bb163887091853
dataset/FractureDislocation/Train/images22_jpg.rf.8813957da93e615975f6d8ca135d1d9b.jpg,FractureDislocation,Train,640,640,True,False,False,27.29,08b77d62ce379bcd3bb0da2aa49fd042
dataset/FractureDislocation/Train/images26_jpg.rf.f28e555d877cbafa7b4da12e763dd23a.jpg,FractureDislocation,Train,621,483,True,False,False,57.21,87db7233efc1d9b2d4a2c216d853df9c
